date,open,high,low,close,volume
1512864000.0,460.0,460.05,403.2,427.35,34919.25938
1512950400.0,427.35,512.0,427.35,508.7,29763.16644
1513036800.0,508.44,639.27,494.89,620.0,59387.02259
1513123200.0,622.0,705.69,539.93,683.99,57694.18773
1513209600.0,683.98,747.6,630.5,679.76,60919.26902
1513296000.0,679.76,689.0,594.6,674.95,39778.16165
1513382400.0,673.75,712.0,669.22,682.81,26866.0533
1513468800.0,681.8,728.0,680.33,707.64,31398.4476
1513555200.0,707.62,798.88,638.0,784.0,45673.70777
1513641600.0,784.0,864.9,729.01,798.0,69423.62125
1513728000.0,798.0,828.0,661.0,790.21,72526.28416
1513814400.0,794.62,845.99,705.98,782.41,78222.53998
1513900800.0,784.0,796.0,504.99,635.97,154630.49482
1513987200.0,635.15,714.99,627.97,640.34,79001.05634
1514073600.0,640.33,667.64,563.49,658.0,95431.94156
1514160000.0,659.4,744.0,599.99,714.95,78544.84102
1514246400.0,713.12,750.0,712.56,750.0,60052.47905
1514332800.0,750.0,766.05,693.18,739.89,51339.2782
1514419200.0,739.89,744.93,645.88,707.89,72679.61288
1514505600.0,709.5,757.87,703.0,733.99,64028.12647
1514592000.0,732.9,735.0,635.82,681.06,89879.99994
1514678400.0,680.01,740.0,672.86,733.98,62628.24458
1514764800.0,733.01,763.55,716.8,754.99,53909.25885
1514851200.0,754.99,899.5,749.06,855.28,113257.78355
1514937600.0,855.13,950.01,810.0,934.03,89041.45688
1515024000.0,934.03,1009.72,890.01,940.0,102894.47384
1515110400.0,940.0,1045.0,930.0,959.3,97374.0163
1515196800.0,958.0,1017.56,950.0,1004.11,71954.27895
1515283200.0,1003.71,1125.0,999.9,1123.09,65278.81957
1515369600.0,1123.09,1239.18,910.0,1133.18,158831.54798
1515456000.0,1133.18,1326.5,1104.85,1291.0,118702.88684
1515542400.0,1291.0,1440.0,1201.1,1247.0,160185.0129
1515628800.0,1249.03,1332.49,1021.0,1138.93,194546.29387
1515715200.0,1136.45,1288.5,1069.01,1253.87,93763.47261
1515801600.0,1253.87,1427.01,1252.0,1388.02,75893.43201
1515888000.0,1388.1,1391.89,1220.89,1347.0,98391.19585
1515974400.0,1347.99,1383.13,1258.12,1271.0,69236.70476
1516060800.0,1268.67,1275.01,780.0,1000.0,343889.36509
1516147200.0,999.99,1075.51,755.0,1000.0,436333.67326
1516233600.0,1000.0,1075.2,924.21,994.0,294545.71207
1516320000.0,993.3,1079.0,941.0,1032.5,167954.11253
1516406400.0,1032.5,1165.4,1031.0,1152.75,123352.58362
1516492800.0,1150.37,1152.69,998.0,1049.0,175031.00789
1516579200.0,1049.0,1090.15,908.0,993.0,185212.52002
1516665600.0,993.0,1030.0,909.0,980.0,160159.63958
1516752000.0,981.2,1074.0,953.09,1061.0,134257.7947
1516838400.0,1060.34,1115.0,1030.26,1056.52,119415.93495
1516924800.0,1055.29,1082.0,986.0,1051.03,145113.638
1517011200.0,1051.03,1127.99,1032.2,1118.99,96894.33839
1517097600.0,1118.99,1277.0,1112.0,1251.96,143510.73586
1517184000.0,1251.96,1258.89,1161.65,1177.01,105292.76808
1517270400.0,1177.01,1186.85,1051.0,1085.5,155278.55404
1517356800.0,1084.63,1135.0,1029.0,1124.81,100372.03783
1517443200.0,1125.96,1164.99,981.0,1041.94,203355.29052
1517529600.0,1041.89,1047.2,783.67,922.3,377375.22874
1517616000.0,923.67,998.0,851.0,971.0,160037.88129
1517702400.0,971.0,975.0,789.0,823.56,186446.0316
1517788800.0,821.6,862.47,634.94,697.92,365516.52899
1517875200.0,697.93,798.0,570.1,779.25,648944.4204
1517961600.0,779.99,849.0,714.18,754.0,356403.4441
1518048000.0,753.19,786.93,751.0,781.66,10516.2619
1518134400.0,781.66,882.2,781.66,877.0,95447.67289
1518220800.0,876.3,911.2,800.0,851.15,214818.06768
1518307200.0,851.15,857.0,768.28,808.99,189323.408
1518393600.0,808.58,877.56,807.46,866.66,143586.93121
1518480000.0,866.39,871.0,820.0,841.57,110305.93537
1518566400.0,841.57,924.99,841.3,919.09,150342.85558
1518652800.0,919.09,946.66,895.59,924.55,155637.78524
1518739200.0,924.55,948.48,901.36,938.67,115540.16349
1518825600.0,938.6,974.0,933.48,969.99,110091.03618
1518912000.0,969.99,978.5,897.0,911.0,160129.79518
1518998400.0,911.0,956.22,906.04,938.11,80099.49534
1519084800.0,939.17,961.0,873.0,882.99,120056.67502
1519171200.0,882.99,908.88,812.87,835.89,176200.55151
1519257600.0,836.35,871.96,786.6,801.49,137561.85113
1519344000.0,801.47,885.0,785.99,851.6,154507.41338
1519430400.0,851.59,875.0,805.0,833.94,89311.5794
1519516800.0,833.92,849.5,813.18,841.19,59431.26474
1519603200.0,841.46,882.0,833.0,867.98,74911.4656
1519689600.0,867.98,897.49,860.69,870.11,63487.68425
1519776000.0,871.84,891.0,850.3,853.5,53620.45209
1519862400.0,853.5,879.96,848.65,870.63,43785.00503
1519948800.0,870.63,876.22,850.0,856.28,39436.26006
1520035200.0,856.27,870.78,852.3,856.02,34170.2942
1520121600.0,856.51,868.0,836.24,866.66,29735.01829
1520208000.0,866.61,871.75,847.2,849.84,30567.79813
1520294400.0,849.81,853.18,803.01,813.11,48658.06883
1520380800.0,813.31,826.2,718.4,749.9,109013.2838
1520467200.0,749.02,772.07,684.0,695.46,76312.77819
1520553600.0,695.48,727.92,640.0,723.71,116545.37303
1520640000.0,723.65,745.0,673.06,680.58,63012.67972
1520726400.0,680.58,735.0,659.15,720.85,73967.35869
1520812800.0,721.0,740.5,676.31,697.11,67732.85988
1520899200.0,696.52,713.76,680.0,689.94,55735.18315
1520985600.0,690.16,703.54,585.0,610.1,89904.25415
1521072000.0,610.1,621.12,570.0,608.83,94426.72453
1521158400.0,608.83,625.3,584.15,599.05,64720.20994
1521244800.0,599.03,609.26,544.0,546.95,68022.4592
1521331200.0,547.98,560.0,450.0,537.0,248817.226
1521417600.0,537.39,560.0,515.8,556.88,184798.77062
1521504000.0,556.88,567.87,515.0,557.0,135426.91549
1521590400.0,557.0,590.52,545.11,559.17,117019.17321
1521676800.0,559.15,578.6,516.0,539.92,111106.19916
1521763200.0,539.78,544.72,506.71,543.03,106416.06746
1521849600.0,543.2,545.99,518.63,520.22,87710.78945
1521936000.0,521.17,536.0,512.0,523.74,71903.1713
1522022400.0,523.95,527.67,465.56,485.0,151084.23688
1522108800.0,485.0,491.55,446.0,448.5,138188.76042
1522195200.0,448.5,466.0,440.14,446.67,89895.47885
1522281600.0,446.07,449.43,380.0,384.0,225341.94316
1522368000.0,383.87,412.04,366.0,392.43,292254.79437
1522454400.0,392.4,419.4,388.52,393.92,167833.59399
1522540800.0,393.93,399.91,356.9,378.58,150493.99422
1522627200.0,378.58,394.87,375.0,385.05,113242.14191
1522713600.0,385.0,419.08,380.13,415.01,137897.55565
1522800000.0,415.0,416.5,370.0,378.16,140598.39668
1522886400.0,378.15,387.03,365.61,381.22,120314.05875
1522972800.0,381.56,385.91,362.54,368.89,74458.69141
1523059200.0,368.89,394.75,368.28,384.51,71463.42848
1523145600.0,384.51,404.05,384.0,400.4,57395.52936
1523232000.0,400.4,431.99,387.1,399.44,151653.50413
1523318400.0,399.25,418.68,391.4,416.07,81394.29605
1523404800.0,415.53,433.54,410.38,429.52,86706.68627
1523491200.0,429.9,499.0,412.88,495.67,249766.38316
1523577600.0,494.3,530.0,480.22,495.11,251752.08782
1523664000.0,494.69,515.0,485.58,502.68,121283.3338
1523750400.0,502.68,535.0,502.51,533.88,108739.15395
1523836800.0,533.88,538.0,497.31,511.46,130359.52549
1523923200.0,512.09,521.2,500.02,502.56,96541.96382
1524009600.0,502.56,526.99,501.12,526.09,73161.95251
1524096000.0,526.49,571.61,521.03,568.14,112235.77328
1524182400.0,568.14,622.17,556.5,617.09,160209.03951
1524268800.0,616.8,624.5,570.23,604.87,159364.95353
1524355200.0,604.87,643.49,589.0,620.92,120127.3728
1524441600.0,620.67,649.11,618.02,645.09,77475.70793
1524528000.0,644.58,712.99,643.76,701.58,171437.66972
1524614400.0,701.16,703.3,593.83,618.0,341439.50428
1524700800.0,617.73,666.19,600.0,661.51,155754.00815
1524787200.0,661.51,686.82,635.73,643.46,134803.48389
1524873600.0,643.41,694.9,638.76,682.86,113128.36337
1524960000.0,683.5,700.49,665.28,690.85,110020.23869
1525046400.0,690.85,695.3,662.2,670.78,112494.9172
1525132800.0,670.78,675.6,627.58,672.0,133123.66675
1525219200.0,671.99,691.99,663.0,688.56,86185.5033
1525305600.0,688.55,792.08,685.39,779.0,229419.209
1525392000.0,779.0,810.0,756.91,785.99,179924.40215
1525478400.0,785.8,832.66,781.56,819.5,128631.18764
1525564800.0,819.5,839.99,752.49,794.3,166871.16002
1525651200.0,794.3,799.14,701.0,752.49,284237.06328
1525737600.0,753.0,777.0,720.02,748.99,135106.19621
1525824000.0,748.99,760.74,710.26,751.75,112353.37758
1525910400.0,752.4,769.88,720.0,722.52,102019.29933
1525996800.0,722.52,737.23,663.0,676.96,216953.54991
1526083200.0,676.96,690.2,633.2,684.11,166801.07487
1526169600.0,684.56,742.0,666.31,729.08,136022.39207
1526256000.0,729.08,743.9,686.0,727.49,183466.9224
1526342400.0,727.49,740.0,695.0,704.91,127191.21863
1526428800.0,704.91,712.84,673.52,706.29,118902.46895
1526515200.0,706.8,719.25,662.0,667.62,106723.38375
1526601600.0,667.62,694.9,656.0,692.6,106541.66307
1526688000.0,693.26,717.8,682.31,697.0,88828.85641
1526774400.0,697.0,729.88,688.4,716.16,86004.7409
1526860800.0,716.16,720.46,688.0,696.7,96085.15451
1526947200.0,697.1,699.6,637.32,640.99,107059.5769
1527033600.0,640.86,669.0,560.0,577.19,257099.77096
1527120000.0,577.19,612.1,550.0,602.18,195854.62497
1527206400.0,602.08,617.46,568.7,585.55,118076.26273
1527292800.0,585.56,607.62,578.32,586.0,77654.12532
1527379200.0,586.03,592.0,557.43,570.4,97097.26713
1527465600.0,570.81,576.2,506.11,511.5,153197.83278
1527552000.0,511.5,573.43,510.0,567.36,189082.83788
1527638400.0,567.09,585.83,541.2,557.19,122132.2701
1527724800.0,557.87,586.73,552.98,577.81,100101.52276
1527811200.0,577.81,590.26,564.93,579.0,83840.84162
1527897600.0,579.0,599.17,572.9,590.85,80258.14719
1527984000.0,590.85,628.81,590.1,619.66,84123.33235
1528070400.0,619.66,625.47,580.15,591.02,96339.44507
1528156800.0,591.02,614.0,570.36,609.05,89053.74351
1528243200.0,609.29,613.35,593.4,607.4,70152.92117
1528329600.0,606.68,618.0,598.24,605.16,60174.1888
1528416000.0,605.2,608.45,593.33,598.68,49228.00755
1528502400.0,599.29,608.97,591.0,592.87,38908.0653
1528588800.0,592.44,592.87,501.13,524.11,190350.58429
1528675200.0,524.64,535.51,508.66,531.69,145813.07819
1528761600.0,531.08,538.88,482.0,493.0,158223.14812
1528848000.0,493.0,501.97,449.06,475.47,181842.19417
1528934400.0,475.47,529.0,460.0,519.29,206093.0733
1529020800.0,519.3,521.0,481.62,487.48,160532.53607
1529107200.0,487.47,503.28,483.72,496.74,131095.45173
1529193600.0,496.45,507.6,492.7,497.14,117316.93221
1529280000.0,497.15,524.48,487.27,517.95,143826.68272
1529366400.0,517.77,548.2,510.01,537.97,148148.38064
1529452800.0,537.68,542.02,515.08,536.49,123892.0424
1529539200.0,536.34,544.98,521.11,526.18,79862.90544
1529625600.0,526.32,526.44,450.0,462.09,212659.53437
1529712000.0,462.4,481.0,455.0,473.41,94465.26834
1529798400.0,473.4,475.81,419.53,454.41,198264.10079
1529884800.0,454.29,474.47,444.37,458.7,122942.1165
1529971200.0,459.04,460.81,429.0,429.34,84003.09976
1530057600.0,429.81,445.95,420.19,441.64,99156.36437
1530144000.0,441.36,443.96,416.45,420.22,112309.56714
1530230400.0,420.48,442.0,404.48,434.77,159495.30942
1530316800.0,434.77,463.15,434.51,454.09,157169.20242
1530403200.0,454.2,457.77,443.73,452.1,111226.62846
1530489600.0,452.14,481.83,444.16,476.25,182585.11018
1530576000.0,476.32,486.98,457.0,461.82,186954.55478
1530662400.0,461.78,482.7,458.02,467.38,101886.20199
1530748800.0,467.19,480.0,458.8,467.87,125806.0083
1530835200.0,467.79,476.0,451.29,470.47,100428.64802
1530921600.0,470.48,487.99,461.5,485.57,83629.95382
1531008000.0,485.57,495.98,482.05,486.77,144703.13626
1531094400.0,486.55,488.98,468.2,471.71,89532.14109
1531180800.0,471.73,473.23,427.69,432.48,173640.9762
1531267200.0,432.55,452.69,424.2,444.99,159022.59726
1531353600.0,444.99,445.36,416.94,431.14,181877.07924
1531440000.0,431.14,442.47,424.62,432.46,150320.32532
1531526400.0,432.43,440.0,428.26,433.19,122253.69397
1531612800.0,433.2,455.0,430.52,449.78,140415.27048
1531699200.0,449.79,480.57,444.03,478.49,172440.71343
1531785600.0,478.49,512.0,465.29,498.76,215318.06761
1531872000.0,498.89,515.47,468.01,479.41,236137.8071
1531958400.0,479.4,484.15,462.57,468.57,171308.06705
1532044800.0,468.7,471.02,440.0,449.04,160873.38244
1532131200.0,449.04,468.97,441.18,460.23,74259.64067
1532217600.0,460.23,472.2,454.19,457.47,60684.89595
1532304000.0,457.47,469.82,447.11,450.05,106561.46081
1532390400.0,450.05,484.27,448.47,479.28,158286.759
1532476800.0,479.24,485.77,464.0,472.1,170475.54936
1532563200.0,472.11,485.0,460.0,462.64,173976.2192
1532649600.0,462.17,474.0,455.84,470.09,198304.79211
1532736000.0,470.09,472.0,460.82,469.29,156862.59361
1532822400.0,468.44,472.0,461.6,466.4,138747.56334
1532908800.0,466.4,469.79,446.1,456.23,179581.79415
1532995200.0,456.19,457.3,427.0,432.22,214913.57229
1533081600.0,432.2,434.99,406.55,420.41,209570.0844
1533168000.0,420.37,425.52,407.43,410.62,178421.10672
1533254400.0,410.62,420.01,396.61,417.52,201156.61154
1533340800.0,417.58,419.53,401.86,407.21,179498.57515
1533427200.0,407.21,413.24,400.16,408.79,158913.77206
1533513600.0,408.77,413.28,397.08,405.28,166496.42465
1533600000.0,405.19,412.76,369.19,378.21,207706.11078
1533686400.0,378.2,380.42,347.25,355.48,275047.10788
1533772800.0,355.48,369.9,350.51,363.3,244268.20567
1533859200.0,363.21,365.87,325.95,331.81,264274.13378
1533945600.0,331.88,332.98,304.45,317.69,335634.67243
1534032000.0,317.49,327.13,313.42,317.89,135524.79994
1534118400.0,317.96,321.99,280.68,283.81,307713.22214
1534204800.0,283.81,283.81,250.0,278.41,485174.37541
1534291200.0,278.47,304.45,276.3,281.12,438620.64156
1534377600.0,281.46,298.6,277.55,287.17,235665.2551
1534464000.0,286.84,318.0,285.0,317.51,342556.46068
1534550400.0,317.51,321.33,281.79,294.11,384021.38829
1534636800.0,294.1,307.4,288.2,299.42,288483.44841
1534723200.0,299.3,304.04,269.5,270.51,219153.78936
1534809600.0,270.51,285.9,269.7,281.21,224701.57671
1534896000.0,281.09,298.89,259.5,270.8,403936.78303
1534982400.0,270.68,280.3,267.55,275.99,277304.60909
1535068800.0,276.06,283.1,270.22,281.19,271850.21373
1535155200.0,281.05,282.71,275.99,277.55,253375.49477
1535241600.0,277.54,277.91,268.69,274.29,232525.9497
1535328000.0,274.17,288.15,271.59,287.71,281020.64727
1535414400.0,287.71,298.0,282.66,295.44,318323.28971
1535500800.0,295.44,297.0,283.55,288.4,324275.47324
1535587200.0,288.35,291.0,271.88,283.89,336993.14413
1535673600.0,283.9,289.0,276.59,281.41,302663.37038
1535760000.0,281.46,302.0,281.34,295.71,294944.4401
1535846400.0,295.8,299.33,288.87,295.41,153300.06112
1535932800.0,295.51,296.62,285.99,289.09,274753.70062
1536019200.0,289.09,292.64,283.0,285.3,330102.19
1536105600.0,285.18,287.62,227.0,228.53,528734.3196
1536192000.0,228.28,233.19,212.0,229.7,552996.86567
1536278400.0,229.73,234.69,213.5,215.22,398379.81741
1536364800.0,215.19,220.2,190.01,196.71,318859.84904
1536451200.0,196.87,208.6,185.02,195.81,429255.02592
1536537600.0,196.13,203.42,187.1,197.15,418489.86663
1536624000.0,197.22,200.2,176.16,185.18,476745.79216
1536710400.0,185.14,185.22,167.32,183.12,504047.79165
1536796800.0,183.17,215.0,183.15,210.68,739503.34051
1536883200.0,210.91,224.2,202.6,208.82,833945.82573
1536969600.0,208.55,227.42,207.64,221.29,441046.52933
1537056000.0,221.62,223.5,208.1,220.17,425538.57709
1537142400.0,220.24,225.0,192.4,196.16,825020.77445
1537228800.0,196.25,215.47,193.47,208.17,584366.15014
1537315200.0,208.42,214.84,197.58,209.79,496100.46639
1537401600.0,209.79,226.68,205.56,224.0,573632.24236
1537488000.0,224.0,252.11,220.66,247.73,841029.12948
1537574400.0,247.67,255.13,232.7,241.01,423740.7403
1537660800.0,241.01,249.73,237.0,244.5,235214.14917
1537747200.0,244.54,246.2,225.3,228.06,350139.1505
1537833600.0,228.06,228.1,203.61,219.62,710650.7097
1537920000.0,219.5,223.6,207.5,214.42,613754.27743
1538006400.0,214.38,234.0,205.01,229.13,582274.44087
1538092800.0,229.1,234.42,215.53,221.84,618434.62488
1538179200.0,221.89,237.77,214.18,231.62,604000.95586
1538265600.0,231.62,239.0,226.5,232.94,432195.44084
1538352000.0,233.04,235.88,224.46,231.61,322900.46128
1538438400.0,231.62,232.51,223.37,225.69,401305.32707
1538524800.0,225.7,226.43,216.51,220.77,275609.26221
1538611200.0,220.67,227.16,219.49,222.66,158137.42967
1538697600.0,222.66,231.75,219.35,228.37,137730.35786
1538784000.0,228.36,228.86,223.15,225.4,100257.5697
1538870400.0,225.39,227.75,221.48,226.14,74733.67253
1538956800.0,226.26,232.7,224.21,230.01,210989.42202
1539043200.0,230.01,231.02,226.56,228.4,100246.1843
1539129600.0,228.4,228.78,224.05,226.74,122748.21412
1539216000.0,226.7,226.91,189.01,191.58,497258.82871
1539302400.0,191.55,201.87,190.04,196.96,216448.3922
1539388800.0,196.96,202.78,196.27,201.3,107215.5262
1539475200.0,201.39,203.56,194.33,197.01,110554.19361
1539561600.0,196.84,239.0,194.6,214.39,973857.7477
1539648000.0,214.39,219.95,211.55,215.09,145980.09837
1539734400.0,215.2,216.99,210.0,212.85,153768.85024
1539820800.0,212.9,215.3,203.53,206.24,150229.60097
1539907200.0,206.25,208.0,204.21,205.0,254660.48637
1539993600.0,205.1,209.69,203.57,207.91,62376.6968
1540080000.0,207.91,211.99,206.74,207.49,83277.36128
1540166400.0,207.46,209.3,205.0,206.67,206046.89963
1540252800.0,206.67,207.8,202.14,205.85,112753.0414
1540339200.0,205.85,207.95,204.73,205.35,97128.82698
1540425600.0,205.35,205.94,202.88,203.93,77411.57217
1540512000.0,203.84,209.0,203.0,204.92,91143.83291
1540598400.0,204.92,206.15,203.09,204.45,50235.68329
1540684800.0,204.45,205.94,203.62,204.99,44394.83357
1540771200.0,204.99,205.49,195.28,196.96,118281.82272
1540857600.0,196.95,198.6,195.91,197.27,83633.81463
1540944000.0,197.24,201.45,193.01,198.73,114739.70424
1541030400.0,198.7,200.95,197.88,199.96,86097.98629
1541116800.0,199.93,203.74,199.34,202.35,97123.22813
1541203200.0,202.31,202.69,198.59,200.31,72084.92932
1541289600.0,200.27,218.76,199.0,212.11,182534.6216
1541376000.0,212.13,213.39,207.62,210.66,141432.1406
1541462400.0,210.64,221.25,209.11,220.74,197797.49527
1541548800.0,220.77,224.8,217.01,219.07,204931.0342
1541635200.0,219.06,220.78,212.49,212.79,189828.4945
1541721600.0,212.79,215.51,209.1,210.77,152215.94686
1541808000.0,210.78,215.55,209.02,213.25,131384.47893
1541894400.0,213.27,213.99,209.0,212.54,136268.81156
1541980800.0,212.6,214.22,210.9,212.89,99963.97203
1542067200.0,212.91,213.8,209.2,209.84,114466.36708
1542153600.0,209.84,210.3,176.16,187.43,434676.16832
1542240000.0,187.43,190.0,170.99,184.35,452416.10784
1542326400.0,184.35,185.0,173.0,176.89,241710.34763
1542412800.0,176.93,177.91,173.94,176.2,144804.70986
1542499200.0,176.2,182.94,176.1,178.97,141736.32263
1542585600.0,179.04,179.33,146.47,150.81,596789.83916
1542672000.0,150.76,154.7,126.95,133.82,996552.28721
1542758400.0,133.68,142.01,127.15,138.23,718957.78552
1542844800.0,138.36,140.4,125.64,126.63,334674.07185
1542931200.0,126.58,128.9,118.56,125.02,504352.24386
1543017600.0,125.0,130.81,112.32,114.89,471321.56764
1543104000.0,114.83,122.35,102.95,118.67,836233.31252
1543190400.0,118.65,121.5,106.41,110.68,679477.36231
1543276800.0,110.66,114.31,102.36,111.43,524024.40616
1543363200.0,111.38,126.8,111.37,122.9,578552.74124
1543449600.0,122.88,124.0,114.78,117.98,478777.39614
1543536000.0,117.99,120.26,111.09,113.73,418593.63529
1543622400.0,113.71,120.8,111.35,118.1,330159.06742
1543708800.0,118.09,120.73,116.0,116.57,273657.6215
1543795200.0,116.63,116.96,106.7,108.76,324446.03324
1543881600.0,108.76,113.2,106.0,109.94,275321.0063
1543968000.0,109.92,110.58,102.38,102.71,354071.53241
1544054400.0,102.73,104.68,90.2,91.0,586138.59043
1544140800.0,91.18,96.9,82.07,93.05,1030073.58467
