ts_utc,open,high,low,close,volume
1520229600,866.35,870.0,865.36,867.95,2180.04773
1520233200,868.44,870.0,866.51,867.8,1790.31374
1520236800,867.3,869.7,862.0,862.34,1958.56317
1520240400,862.79,866.36,861.6,864.47,655.65842
1520244000,864.95,867.2,861.3,865.99,774.9411
1520247600,866.0,869.5,864.19,869.14,900.77459
1520251200,869.0,871.75,866.0,869.59,1565.1464
1520254800,869.5,870.0,865.0,866.35,1399.73608
1520258400,866.37,868.16,861.45,862.36,1393.80805
1520262000,862.36,864.09,858.01,861.2,1598.60734
1520265600,860.8,862.42,857.62,858.1,1992.85015
1520269200,858.06,860.08,857.03,857.03,1157.35172
1520272800,857.03,863.63,855.5,861.39,1411.58616
1520276400,861.39,863.98,856.82,858.99,948.11687
1520280000,858.92,860.31,853.01,857.0,1301.65234
1520283600,857.0,858.76,852.95,855.31,953.89924
1520287200,855.76,857.65,853.3,854.45,679.10552
1520290800,854.0,855.89,847.2,849.84,1470.0874
1520294400,849.81,849.82,839.0,840.56,3658.16383
1520298000,840.56,845.49,837.31,844.17,2016.00581
1520301600,844.17,844.86,840.25,843.94,1180.13636
1520305200,843.95,846.23,840.85,846.1,943.32931
1520308800,846.1,850.0,845.0,846.67,1096.64016
1520312400,847.0,851.48,845.76,850.09,771.53756
1520316000,850.93,853.18,846.59,848.36,1350.37832
1520319600,848.35,848.54,843.25,847.5,1336.66014
1520323200,847.5,849.18,846.0,846.09,582.26069
1520326800,846.09,849.84,846.09,847.09,443.94621
1520330400,847.09,847.73,829.01,831.94,5467.00014
1520334000,831.68,834.25,826.24,832.32,3036.21602
1520337600,832.35,835.26,825.71,829.01,1783.64697
1520341200,829.1,829.65,819.0,822.1,2727.68998
1520344800,822.1,829.46,821.57,828.96,2128.09626
1520348400,828.1,833.32,827.3,830.0,2122.03412
1520352000,830.08,831.78,826.93,828.0,2377.17341
1520355600,828.0,828.64,815.01,817.44,3218.56182
1520359200,817.9,827.49,812.01,812.54,1955.44955
1520362800,812.54,814.0,803.01,811.6,2860.8336
1520366400,810.81,813.54,804.19,809.63,2089.91636
1520370000,809.63,822.0,808.43,818.02,1700.75645
1520373600,818.04,820.0,814.89,817.46,1205.49696
1520377200,817.97,819.33,807.0,813.11,2606.1388
1520380800,813.31,823.0,813.11,822.28,1423.87579
1520384400,822.28,826.2,817.76,824.18,1764.85062
1520388000,824.24,825.5,815.0,818.27,1191.42725
1520391600,818.26,818.43,809.0,811.65,1551.47054
1520395200,811.65,814.42,809.0,812.48,1373.07648
1520398800,812.62,813.71,798.0,800.95,4745.27
1520402400,800.28,801.25,783.0,784.1,4167.21648
1520406000,784.08,790.0,777.9,786.0,4012.10404
1520409600,785.9,791.99,785.13,787.43,2083.05206
1520413200,787.43,787.43,775.0,775.67,2773.73531
1520416800,775.64,785.62,775.13,780.75,1586.4976
1520420400,780.17,790.97,779.27,790.97,2349.65467
1520424000,790.98,792.99,787.11,789.9,2538.64353
1520427600,789.88,796.19,786.01,789.22,2508.0385
1520431200,790.05,792.93,781.02,788.33,2680.50137
1520434800,789.16,791.26,781.0,785.71,3421.39051
1520438400,786.23,788.0,730.0,736.48,18470.61351
1520442000,736.51,749.59,718.4,735.5,24170.89725
1520445600,736.01,748.99,734.95,739.03,7261.46876
1520449200,739.37,740.67,731.25,740.36,3560.0258
1520452800,740.0,743.45,733.45,737.34,2087.74263
1520456400,737.34,752.0,737.22,751.0,3848.1964
1520460000,751.0,769.0,750.01,752.5,4532.07637
1520463600,752.21,755.76,746.61,749.9,4911.45833
1520467200,749.02,760.0,748.06,755.51,3182.33879
1520470800,755.51,761.59,748.01,752.58,2799.92966
1520474400,752.57,752.64,732.0,734.0,5151.30586
1520478000,734.35,740.64,730.0,732.22,3114.17962
1520481600,731.99,744.54,730.88,744.09,2794.99396
1520485200,744.1,745.64,737.97,743.24,2210.34371
1520488800,743.24,748.34,740.79,745.0,1654.62297
1520492400,745.04,757.6,742.0,756.15,3159.27231
1520496000,756.37,759.0,752.7,757.7,1975.94932
1520499600,757.7,772.07,756.94,769.35,2207.54651
1520503200,769.7,771.1,760.39,765.7,2247.49043
1520506800,765.55,767.56,759.05,760.79,1334.62105
1520510400,760.28,761.36,738.7,740.1,3486.54463
1520514000,741.27,749.33,730.0,748.18,3207.47822
1520517600,749.22,751.0,738.31,740.78,2515.1164
1520521200,740.74,751.0,740.01,749.7,1996.57304
1520524800,750.53,750.99,714.51,718.97,4722.93276
1520528400,718.97,719.61,695.24,705.97,9912.22256
1520532000,705.97,715.87,700.1,710.46,4881.38172
1520535600,710.46,713.0,707.0,711.0,3324.55784
1520539200,710.76,712.69,703.04,707.0,2485.92763
1520542800,706.51,712.98,699.0,700.18,2009.17272
1520546400,700.18,702.71,684.0,689.27,3701.86474
1520550000,689.95,702.25,686.98,695.46,2236.41174
1520553600,695.48,705.0,695.47,703.5,1361.33976
1520557200,703.5,703.5,678.0,681.49,4493.66469
1520560800,681.99,683.24,661.1,673.01,6559.76968
1520564400,673.4,678.65,662.06,677.93,4132.65715
1520568000,677.93,679.33,652.03,656.0,7840.77005
1520571600,655.73,662.56,648.0,648.7,7629.1713
1520575200,648.7,674.9,640.0,674.3,8065.90731
1520578800,674.3,680.0,666.71,669.84,5226.80693
1520582400,669.68,679.5,663.29,669.41,4033.665
1520586000,668.8,671.47,651.38,658.0,4387.7681
1520589600,658.0,673.93,651.0,672.07,3969.76891
1520593200,672.06,685.5,667.36,684.76,3832.99654
1520596800,684.76,695.05,682.05,693.8,2986.6167
1520600400,693.12,695.11,682.76,689.1,3241.97017
1520604000,689.15,710.86,686.0,710.29,5325.75765
1520607600,710.0,711.0,688.2,694.25,5336.89425
1520611200,695.18,703.86,676.26,681.39,6997.46484
1520614800,681.02,695.01,678.0,686.76,4796.66512
1520618400,685.72,699.48,685.02,694.72,2846.93502
1520622000,694.96,695.71,676.87,684.99,3016.28127
1520625600,685.09,696.96,682.54,693.88,3368.28815
1520629200,693.2,701.32,687.26,694.24,7563.86298
1520632800,694.26,712.44,691.62,710.49,4416.72463
1520636400,711.58,727.92,707.35,723.71,5113.62683
1520640000,723.65,735.0,722.85,733.5,4955.09014
1520643600,733.51,745.0,731.26,739.63,4350.49649
1520647200,739.07,742.22,727.0,735.86,3218.91354
1520650800,736.09,736.09,720.0,728.65,3855.24615
1520654400,728.68,736.5,724.01,733.14,2161.15463
1520658000,733.67,737.0,722.5,734.99,2158.61117
1520661600,734.03,742.99,734.02,737.7,2964.43685
1520665200,737.5,739.6,727.29,729.19,1785.50993
1520668800,729.26,734.25,727.53,729.3,1270.02055
1520672400,729.89,730.58,722.0,723.86,2259.11798
1520676000,723.0,726.78,716.0,726.03,2442.5425
1520679600,726.11,732.63,723.0,730.65,1581.85424
1520683200,730.65,730.81,721.01,724.77,1427.9883
1520686800,725.1,726.52,718.69,723.08,1234.44541
1520690400,723.07,738.13,722.03,736.29,3164.41107
1520694000,736.2,739.0,729.46,731.02,1490.16748
1520697600,731.02,734.99,729.45,732.7,941.93962
1520701200,732.7,734.0,713.32,713.6,2791.13761
1520704800,713.6,714.78,700.0,710.65,4929.2823
1520708400,710.65,712.59,700.37,711.7,2086.76957
1520712000,710.68,711.44,688.0,688.99,3440.35099
1520715600,688.98,689.21,678.0,680.55,3380.23648
1520719200,680.5,689.0,673.06,687.21,3008.87679
1520722800,686.86,687.21,678.11,680.58,2114.07993
1520726400,680.58,680.58,659.15,663.48,6047.26954
1520730000,663.48,678.3,663.3,673.0,3535.95707
1520733600,673.0,683.36,669.99,681.01,3978.9461
1520737200,681.01,683.3,670.6,677.47,3271.82582
1520740800,676.14,683.37,674.46,680.94,2782.93456
1520744400,680.94,695.99,677.95,695.99,1722.05309
1520748000,695.25,697.67,690.0,693.05,2738.12075
1520751600,693.88,693.95,682.41,688.49,2945.59473
1520755200,688.49,696.0,686.67,692.81,1566.00399
1520758800,692.81,693.0,681.45,683.75,2783.73426
1520762400,681.82,688.0,677.95,687.65,2145.46916
1520766000,686.72,709.99,681.0,705.46,3397.41963
1520769600,705.13,719.0,704.4,710.99,4952.18454
1520773200,710.97,721.51,707.34,709.07,3332.12406
1520776800,709.06,716.0,706.0,710.01,2080.96253
1520780400,710.67,714.0,697.29,697.97,2828.67434
1520784000,698.0,712.81,698.0,707.56,2402.98443
1520787600,707.56,732.0,706.91,729.0,4605.52201
1520791200,729.97,735.0,725.5,728.0,3788.93806
1520794800,727.0,732.4,724.97,729.2,2968.00157
1520798400,729.2,730.26,715.0,721.95,3278.74151
1520802000,722.7,725.59,718.34,718.75,1455.31513
1520805600,719.3,729.9,718.16,720.76,2596.50874
1520809200,720.75,726.0,715.86,720.85,2762.07307
1520812800,721.0,727.58,720.83,724.8,1728.46936
1520816400,724.8,730.19,720.0,723.1,2917.90829
1520820000,723.1,727.55,719.09,724.96,1795.87129
1520823600,724.96,727.62,711.25,716.65,2550.34091
1520827200,715.51,724.77,713.06,723.02,1733.47729
1520830800,723.02,727.2,718.26,724.0,1429.50962
1520834400,723.62,731.0,721.83,728.0,2218.49868
1520838000,728.91,729.76,722.69,727.0,1029.09929
1520841600,727.0,728.67,721.81,724.93,1587.03759
1520845200,724.93,739.5,723.01,736.45,4060.14574
1520848800,736.45,740.5,733.2,735.9,1967.03471
1520852400,735.9,737.69,730.54,736.24,1841.66931
1520856000,736.98,737.99,733.68,735.3,1711.41112
1520859600,735.23,735.23,726.01,728.87,2006.18003
1520863200,728.87,729.14,693.48,697.64,7670.89845
1520866800,696.99,702.0,690.1,694.72,5072.71468
1520870400,693.48,702.0,685.0,698.0,5963.40111
1520874000,698.0,706.03,689.0,697.48,4189.26686
1520877600,697.47,701.24,694.23,699.0,1286.15926
1520881200,699.43,699.49,676.6,682.54,5637.71062
1520884800,682.52,695.0,676.31,689.84,3238.52985
1520888400,691.4,698.0,686.93,696.99,2423.88064
1520892000,696.61,701.35,687.51,692.04,2052.93673
1520895600,691.51,700.94,691.12,697.11,1620.70845
1520899200,696.52,703.5,691.78,702.89,1820.41112
1520902800,702.5,704.67,692.45,693.34,1769.49968
1520906400,693.34,699.99,692.01,697.31,1293.89974
1520910000,697.39,698.18,683.9,696.0,1815.04975
1520913600,695.56,713.76,694.0,708.95,4202.92099
1520917200,708.71,711.21,702.63,711.21,1632.99407
1520920800,710.2,713.25,705.09,706.33,1699.83017
1520924400,706.18,707.93,693.0,701.49,2781.91972
1520928000,701.69,701.84,693.3,699.77,1855.68665
1520931600,699.77,708.5,699.0,705.63,1444.87536
1520935200,705.49,707.46,684.1,684.21,2650.23237
1520938800,685.92,697.22,684.17,694.55,2084.53835
1520942400,694.55,695.09,681.18,685.87,2625.78855
1520946000,686.04,697.95,686.01,688.16,4184.3087
1520949600,689.03,693.0,685.11,687.2,4161.65484
1520953200,687.19,690.13,681.0,687.69,3144.57699
1520956800,687.67,697.79,682.0,694.55,3288.03556
1520960400,694.54,697.78,687.0,687.02,2467.21968
1520964000,687.02,690.92,682.51,685.78,1833.53435
1520967600,685.25,688.99,680.0,683.99,1923.80412
1520971200,683.61,688.88,680.0,680.05,2886.78414
1520974800,682.36,687.06,680.0,684.95,982.7832
1520978400,684.95,692.82,684.27,688.59,1549.51215
1520982000,688.45,693.3,687.15,689.94,1635.3229
1520985600,690.16,700.0,689.1,698.5,1953.1654
1520989200,698.5,703.0,697.84,700.02,1968.54595
1520992800,700.65,703.54,699.64,701.0,1757.38906
1520996400,700.59,701.97,697.46,698.08,2309.01063
1521000000,698.08,699.0,688.0,689.79,2459.25927
1521003600,689.78,695.62,687.29,693.43,1022.92327
1521007200,693.48,693.86,688.31,691.71,903.13172
1521010800,692.71,693.56,688.0,689.7,1820.91694
1521014400,688.79,692.99,688.55,691.21,898.91617
1521018000,692.12,692.37,674.0,675.03,4703.47843
1521021600,675.03,679.07,661.19,665.66,5695.53238
1521025200,665.79,666.94,655.5,656.08,4396.24493
1521028800,656.65,659.28,650.0,655.95,3960.95681
1521032400,655.95,656.93,649.5,654.95,2944.7641
1521036000,654.95,664.0,654.02,658.78,2736.68041
1521039600,658.89,659.44,648.22,654.4,3363.47925
1521043200,654.1,654.4,628.01,630.61,6477.37231
1521046800,630.61,631.85,617.4,622.99,7738.33691
1521050400,622.99,623.5,613.2,614.75,4979.71493
1521054000,615.64,623.99,615.0,616.8,2995.59323
1521057600,617.48,618.51,612.27,615.0,2875.96839
1521061200,615.0,615.82,585.0,590.84,10033.15138
1521064800,590.91,612.0,590.91,600.0,7687.83801
1521068400,599.99,614.98,599.99,610.1,4221.88427
1521072000,610.1,620.0,581.8,598.94,4936.42493
1521075600,598.94,607.05,596.59,601.97,3240.05981
1521079200,601.97,603.77,570.5,571.99,7954.84193
1521082800,571.99,589.0,571.02,580.0,6766.3717
1521086400,580.78,591.9,575.9,588.7,4460.34366
1521090000,588.7,591.86,578.18,581.05,3775.14383
1521093600,580.51,586.45,570.0,584.63,5101.40468
1521097200,584.63,594.35,584.18,591.39,3813.68957
1521100800,591.41,615.0,583.91,610.68,5848.65981
1521104400,611.49,618.0,607.36,615.0,4631.24784
1521108000,615.0,620.53,603.0,606.38,4529.36076
1521111600,606.38,619.5,605.59,617.77,2758.27156
1521115200,617.76,617.76,604.07,610.58,3377.46422
1521118800,611.52,621.12,605.26,619.97,4157.7191
1521122400,619.97,620.39,614.02,615.51,3009.45449
1521126000,614.87,614.96,587.56,600.0,7464.18973
1521129600,600.0,602.0,587.51,598.42,3962.92131
1521133200,597.75,607.47,597.06,601.28,2744.2092
1521136800,601.28,605.44,596.0,599.21,2098.91267
1521140400,599.02,608.54,598.68,600.95,2051.4542
1521144000,600.97,606.19,599.72,603.64,1604.5424
1521147600,604.77,609.98,600.42,608.56,1962.06839
1521151200,608.56,615.2,607.89,612.75,2744.68008
1521154800,612.75,614.4,607.7,608.83,1433.28866
1521158400,608.83,614.9,594.4,596.0,3093.12978
1521162000,596.0,598.56,584.15,589.39,3579.95602
1521165600,589.5,602.86,585.84,601.99,3929.77695
1521169200,601.99,604.5,595.84,598.01,2012.50304
1521172800,597.34,610.53,596.74,606.9,2368.07763
1521176400,606.93,611.48,605.03,607.11,1901.41117
1521180000,607.71,613.72,606.44,608.67,1816.80277
1521183600,608.67,612.01,607.12,608.0,1305.45666
1521187200,608.1,611.71,602.54,605.2,1937.36374
1521190800,605.73,605.89,595.0,600.29,4775.53923
1521194400,600.99,602.98,595.01,597.47,1295.60099
1521198000,597.38,604.57,595.79,603.0,1614.62442
1521201600,603.0,606.59,601.15,602.65,1713.27862
1521205200,601.93,617.0,598.0,612.98,6101.11967
1521208800,612.34,618.88,611.65,614.1,5464.83229
1521212400,614.61,625.3,614.03,621.8,4290.1225
1521216000,622.0,623.98,614.91,620.91,2864.07613
1521219600,620.11,624.0,616.45,616.65,2700.49717
1521223200,617.88,622.0,616.46,619.2,1613.63167
1521226800,619.2,622.9,616.9,619.71,1329.04092
1521230400,619.5,620.49,610.66,614.0,1894.05248
1521234000,613.99,614.0,607.21,612.0,1784.84144
1521237600,610.82,614.0,609.8,610.67,1365.05975
1521241200,610.65,612.24,597.3,599.05,3969.4149
1521244800,599.03,604.5,597.5,603.0,1881.91781
1521248400,603.0,606.0,591.36,594.91,3070.55049
1521252000,594.18,601.1,591.07,599.29,2769.91919
1521255600,599.29,599.64,595.94,598.38,1124.59029
1521259200,598.38,600.01,593.11,599.15,1633.82392
1521262800,599.74,599.74,596.0,596.62,760.92388
1521266400,596.62,602.72,595.1,600.29,1100.86401
1521270000,600.29,603.5,598.98,600.37,994.96083
1521273600,600.33,609.26,596.0,607.0,1846.34742
1521277200,607.0,607.61,603.7,605.33,1155.45842
1521280800,605.33,605.93,600.0,601.25,892.36911
1521284400,600.3,603.25,596.75,597.54,1305.71448
1521288000,596.93,598.26,586.08,589.48,4412.45524
1521291600,589.48,592.99,580.0,582.51,3415.26761
1521295200,583.37,586.84,580.05,581.22,2740.3254
1521298800,581.5,582.57,573.98,575.0,5793.59828
1521302400,575.5,577.2,572.0,572.92,4389.94023
1521306000,572.93,576.0,570.0,571.58,2418.18371
1521309600,571.68,573.72,556.96,560.03,4807.22231
1521313200,560.03,561.22,547.28,551.67,5073.79739
1521316800,551.92,553.0,544.0,550.27,5253.74008
1521320400,549.69,567.0,549.32,555.0,6182.39623
1521324000,555.0,562.0,553.66,561.98,2278.48682
1521327600,561.17,562.68,545.0,546.95,2719.60605
1521331200,547.98,548.95,522.49,523.42,7007.21444
1521334800,523.42,538.03,523.0,527.12,5312.25565
1521338400,527.1,528.0,509.0,516.1,9821.79191
1521342000,516.1,524.25,510.09,519.0,7177.98247
1521345600,518.98,525.0,507.0,510.17,5491.74437
1521349200,510.99,522.0,510.0,519.0,3601.78164
1521352800,519.04,524.0,515.0,522.52,3357.37248
1521356400,522.52,523.48,515.51,516.41,2657.15173
1521360000,516.57,523.0,515.0,518.28,2912.83689
1521363600,518.26,520.4,511.01,511.9,3602.80438
1521367200,511.9,514.41,497.0,500.0,8387.37698
1521370800,500.0,519.86,495.0,517.52,6510.06105
1521374400,517.52,518.8,499.0,502.83,6936.03525
1521378000,502.08,505.0,477.01,481.93,12477.72211
1521381600,482.49,484.96,455.0,473.49,31448.81835
1521385200,474.5,477.89,460.11,461.0,14379.79353
1521388800,461.52,479.8,450.0,471.19,16800.07446
1521392400,471.03,491.46,465.0,488.14,10005.65427
1521396000,488.5,509.51,481.27,482.99,12588.10705
1521399600,482.59,490.98,472.01,486.4,10408.91638
1521403200,486.4,508.74,485.58,507.0,8840.28596
1521406800,507.0,560.0,506.82,551.5,31525.58832
1521410400,552.58,553.0,526.0,531.71,15783.21581
1521414000,531.95,547.0,530.31,537.0,11782.64052
1521417600,537.39,558.5,536.52,548.55,15161.23992
1521421200,548.01,552.0,519.16,534.97,14739.77089
1521424800,534.9,542.89,525.41,531.42,6983.4092
1521428400,531.21,536.73,524.5,527.55,4777.88138
1521432000,526.9,533.0,526.37,531.18,3592.65236
1521435600,531.23,548.0,529.5,547.37,5480.36033
1521439200,546.89,549.0,539.4,540.89,5247.56452
1521442800,541.75,547.11,538.09,547.01,3134.85929
1521446400,547.01,552.0,545.13,546.58,6908.10864
1521450000,545.82,546.86,527.0,527.05,9115.01218
1521453600,527.5,528.79,515.8,527.72,9265.71555
1521457200,527.72,539.0,526.56,538.1,6248.17904
1521460800,537.98,538.0,523.17,528.09,4562.44784
1521464400,528.08,551.28,525.0,545.96,10170.21553
1521468000,545.96,557.0,542.0,547.05,13778.23787
1521471600,547.78,555.0,541.18,550.3,6502.91226
1521475200,550.4,560.0,540.0,540.4,10411.78174
1521478800,540.02,541.02,527.19,532.2,13331.67254
1521482400,532.2,541.12,530.31,532.59,5594.22643
1521486000,532.6,541.29,530.3,536.43,6443.45
1521489600,536.42,544.36,536.05,541.0,4944.60057
1521493200,541.28,546.53,539.99,541.26,3207.60062
1521496800,541.26,551.64,540.0,540.86,5986.20632
1521500400,541.71,557.77,537.0,556.88,9210.6656
1521504000,556.88,556.96,544.5,550.0,5758.04423
1521507600,550.55,553.3,542.1,544.53,5220.97719
1521511200,544.54,552.5,542.6,550.26,5290.45677
1521514800,550.25,556.45,548.0,554.0,5651.13561
1521518400,554.0,554.0,531.01,534.99,8566.89253
1521522000,534.74,540.0,530.0,538.84,4556.74431
1521525600,539.3,542.5,535.03,539.88,3469.97617
1521529200,539.39,540.99,525.25,527.07,5029.97274
1521532800,527.65,529.11,518.5,519.9,8023.36345
1521536400,519.27,529.83,515.0,527.48,5676.46131
1521540000,526.54,531.0,521.78,529.23,3706.35167
1521543600,529.26,534.05,525.04,532.98,3033.80782
1521547200,532.98,541.11,526.4,537.2,3827.01943
1521550800,537.19,539.97,530.38,531.42,5693.72051
1521554400,531.35,536.0,527.74,534.19,4461.87762
1521558000,533.89,540.0,533.26,534.0,3251.85835
1521561600,534.08,554.16,534.01,550.7,13690.96275
1521565200,551.07,557.49,547.61,556.0,8061.37032
1521568800,556.0,558.0,550.94,553.35,5618.09371
1521572400,553.35,562.0,549.0,561.0,5175.02976
1521576000,561.0,567.87,553.39,558.36,9175.45466
1521579600,558.0,564.28,554.04,562.83,3754.18201
1521583200,562.98,565.4,558.5,561.01,3891.74037
1521586800,561.01,561.48,549.72,557.0,4841.4222
1521590400,557.0,559.0,552.9,558.97,4768.66788
1521594000,558.37,561.0,554.12,560.0,2993.52763
1521597600,559.32,563.67,557.99,560.23,3322.73785
1521601200,560.23,572.01,559.0,569.98,4510.17743
1521604800,569.94,590.52,569.57,582.49,11046.40388
1521608400,582.46,590.0,581.2,583.91,5796.94616
1521612000,583.75,586.61,576.66,583.93,5547.21708
1521615600,583.67,586.43,569.72,570.99,7103.75856
1521619200,570.51,576.44,566.24,568.98,5354.5045
1521622800,568.98,578.03,567.14,575.51,2913.86748
1521626400,575.68,579.49,575.31,577.95,2377.85673
1521630000,577.95,583.2,577.26,579.52,2948.51163
1521633600,580.19,581.44,570.0,573.58,4203.57962
1521637200,573.36,578.27,570.73,573.13,3038.19939
1521640800,573.12,578.5,571.57,575.5,3057.08944
1521644400,575.5,584.41,574.0,574.73,4885.99445
1521648000,575.0,577.48,556.02,556.62,11892.60047
1521651600,557.0,560.77,545.11,553.18,10006.19604
1521655200,553.21,562.65,547.0,558.11,6004.1816
1521658800,558.98,566.5,558.14,559.3,2932.61309
1521662400,559.68,563.0,555.9,559.19,2681.06121
1521666000,559.14,565.0,557.89,560.51,2351.86631
1521669600,560.5,563.99,554.29,554.31,3018.67575
1521673200,554.31,561.06,550.64,559.17,4262.93903
1521676800,559.15,571.51,557.93,570.72,4373.76732
1521680400,570.72,575.96,565.89,572.78,3352.6717
1521684000,573.57,577.0,572.32,573.83,2939.72257
1521687600,574.5,578.6,568.0,569.58,4051.97864
1521691200,569.33,571.0,565.59,570.0,2229.88027
1521694800,570.0,573.07,565.71,567.6,2245.73685
1521698400,568.0,571.38,565.39,566.0,4087.86755
1521702000,566.0,567.01,557.55,563.01,3447.0524
1521705600,563.38,566.49,561.12,565.99,1814.7002
1521709200,565.99,568.49,543.21,547.98,11373.8542
1521712800,547.0,547.98,533.41,541.05,11444.17445
1521716400,541.05,543.73,535.0,535.99,5052.94016
1521720000,536.39,544.65,534.43,541.33,3933.87336
1521723600,541.0,541.45,526.28,529.0,5321.37446
1521727200,529.0,532.71,516.0,517.25,10663.39862
1521730800,517.35,531.66,517.21,531.01,8028.19555
1521734400,531.02,538.91,527.08,530.15,7297.18007
1521738000,530.15,538.0,525.88,537.22,2900.33554
1521741600,537.22,538.91,530.5,534.52,2972.95912
1521745200,534.99,537.67,526.2,531.64,3495.82508
1521748800,531.65,531.82,525.5,528.17,1428.88977
1521752400,528.19,533.0,523.27,530.7,2261.83142
1521756000,530.7,538.99,530.22,538.5,2283.97781
1521759600,538.92,543.94,534.87,539.92,4104.01205
1521763200,539.78,543.0,534.01,534.96,2052.85371
1521766800,534.92,534.94,529.0,530.57,3030.52807
1521770400,531.47,531.69,512.38,517.02,10744.78095
1521774000,516.97,518.0,509.2,515.2,6449.19916
1521777600,515.2,523.93,514.49,516.37,4159.65209
1521781200,516.4,519.23,512.0,519.05,3507.00945
1521784800,519.23,525.59,514.0,515.92,7346.06017
1521788400,516.72,517.79,511.01,513.0,4193.12138
1521792000,513.22,525.0,512.1,520.87,4288.38324
1521795600,521.51,525.52,520.07,522.06,2863.38365
1521799200,522.5,524.64,516.27,520.2,3351.15609
1521802800,520.2,524.65,517.0,524.01,2435.01763
1521806400,524.63,524.65,506.71,509.46,5189.31443
1521810000,509.09,515.73,508.0,515.18,4609.03184
1521813600,515.5,529.5,515.0,526.01,8321.4173
1521817200,526.01,532.98,522.91,525.76,7506.61809
1521820800,526.5,528.5,522.25,526.0,4757.93203
1521824400,526.43,528.11,519.28,525.8,3276.00276
1521828000,526.57,530.0,519.1,523.4,4765.34735
1521831600,524.21,527.55,522.01,526.29,2497.26934
1521835200,526.61,527.0,522.01,524.37,2513.89412
1521838800,524.37,529.81,524.0,529.5,2123.63136
1521842400,529.66,532.0,526.23,529.83,1837.56025
1521846000,529.85,544.72,529.85,543.03,4596.903
1521849600,543.2,545.99,539.0,543.43,6483.36295
1521853200,543.44,543.94,535.0,535.0,3328.31436
1521856800,535.06,540.54,534.4,539.15,2473.54259
1521860400,540.05,541.48,538.62,539.28,2811.5888
1521864000,539.75,544.9,537.43,543.48,3404.85038
1521867600,543.48,545.0,535.52,536.57,4942.86071
1521871200,536.58,541.5,535.83,539.27,3298.2592
1521874800,540.23,543.35,538.88,541.99,2247.3688
1521878400,541.99,542.1,538.75,538.76,2108.27969
1521882000,538.76,539.42,532.14,537.6,2928.15984
1521885600,537.6,538.02,524.13,530.46,7286.35433
1521889200,530.19,531.99,524.48,526.6,3339.9558
1521892800,526.62,539.0,524.4,535.86,3855.97528
1521896400,535.86,539.0,534.0,537.2,3589.09871
1521900000,536.96,543.0,534.8,541.54,5111.47782
1521903600,541.54,541.54,536.01,539.14,2572.15171
1521907200,539.46,539.65,535.0,537.95,2508.28444
1521910800,537.98,539.0,533.0,534.25,3226.57919
1521914400,534.25,540.0,533.0,536.1,2405.33017
1521918000,536.84,538.61,534.5,536.54,2079.45061
1521921600,536.59,540.0,536.32,538.68,2555.48956
1521925200,538.51,539.27,525.5,528.32,4983.83312
1521928800,527.41,530.88,522.6,527.0,5623.00203
1521932400,527.0,529.53,518.63,520.22,4547.21936
1521936000,521.17,521.21,516.17,519.6,3664.7551
1521939600,519.39,523.79,516.29,518.64,3148.59247
1521943200,519.0,521.55,514.51,515.42,3268.86308
1521946800,515.34,523.0,513.82,521.49,3028.09361
1521950400,521.49,521.99,517.1,519.5,1970.64927
1521954000,520.04,523.9,518.83,519.92,1775.45145
1521957600,519.91,523.0,518.05,520.23,2265.18159
1521961200,520.23,521.55,514.01,517.68,2603.80423
1521964800,518.0,522.6,516.2,520.04,2987.30376
1521968400,519.81,521.0,518.0,518.94,1600.70282
1521972000,519.3,520.58,515.18,516.8,2569.16824
1521975600,517.0,517.73,512.0,515.32,3357.52852
1521979200,515.0,522.0,513.08,519.67,3914.44857
1521982800,519.32,523.85,516.85,522.46,2690.73461
1521986400,523.29,526.93,519.55,520.1,3597.95035
1521990000,520.1,522.17,515.56,515.56,3460.12355
1521993600,516.11,523.87,515.27,522.18,2902.19437
1521997200,522.18,522.89,517.0,521.13,2658.25154
1522000800,520.78,527.5,520.78,527.0,3227.95619
1522004400,527.0,529.68,523.0,526.99,3448.23744
1522008000,527.21,529.28,522.0,526.08,1987.36136
1522011600,526.78,532.0,526.16,532.0,2271.5945
1522015200,531.21,536.0,522.04,524.23,5485.06606
1522018800,524.65,525.99,518.61,523.74,4019.15862
1522022400,523.95,527.67,517.23,518.5,3615.78689
1522026000,518.07,521.04,517.0,518.66,2108.22796
1522029600,518.59,522.96,517.07,522.33,2015.13746
1522033200,522.32,524.66,520.0,520.8,2223.52772
1522036800,520.79,523.19,519.3,521.92,1525.37007
1522040400,521.88,523.52,520.3,521.88,1448.00984
1522044000,521.47,522.35,519.23,520.34,1655.12285
1522047600,520.71,521.15,516.01,517.0,3657.4544
1522051200,517.0,519.39,512.5,513.45,3421.20146
1522054800,513.45,514.85,504.03,507.99,7535.39879
1522058400,507.79,509.39,498.83,498.97,6401.016
1522062000,498.97,500.06,480.2,485.32,15142.3803
1522065600,485.32,496.0,474.96,489.02,16233.97742
1522069200,489.06,494.99,483.75,487.57,6472.27169
1522072800,487.85,489.29,471.62,484.41,12031.98275
1522076400,484.41,487.12,479.0,482.21,7364.5216
1522080000,482.21,487.01,480.56,485.35,4907.60634
1522083600,485.35,485.89,467.0,469.06,11596.49073
1522087200,469.06,474.38,467.0,469.0,4423.79359
1522090800,469.42,482.57,465.56,473.34,8551.4528
